id,name,type,address,city,postcode,lat,lon,website,phone,opening_hours,price_tier,avg_rating,suggested_duration,tags,image_url,description_short,
254,The Glee Club Birmingham,Entertainment,Arcadian Centre,Birmingham,B5 4TD,52.4748,-1.8976,https://www.glee.co.uk,+44 121 622 4822,Event dependent,2,4.6,150,"comedy,nightlife",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Well-known comedy and live entertainment club.,
255,Cannon Hill Park,Park,Russell Rd,Birmingham,B13 8RD,52.4478,-1.8926,https://www.birmingham.gov.uk,+44 121 464 7878,Always open,1,4.6,120,"park,nature",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Large park with lakes and walking routes.,
256,Flight Club Birmingham,Entertainment,Temple St,Birmingham,B2 5BG,52.4791,-1.8991,https://flightclubdarts.com,+44 20 3019 3090,12:00-23:00,2,4.7,120,"games,darts",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,"Social darts, food and cocktails.",
257,Social Climbing Leicester,Sport Venue,St George's Way,Leicester,LE1 1SH,52.636,-1.1349,https://www.socialclimbing.co.uk,+44 116 216 0550,09:00-22:00,2,4.8,120,"climbing,indoor",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Indoor bouldering and climbing centre.,
258,Boom Battle Bar Leicester,Entertainment,Highcross St,Leicester,LE1 4AN,52.6371,-1.1338,https://boombattlebar.com,+44 20 8016 7990,12:00-23:00,2,4.6,120,"axe throwing,games",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,"Axe throwing, crazy golf and competitive games.",
260,Fosse Park,Shopping,Fosse Park Ave,Leicester,LE19 1UT,52.5826,-1.2315,https://www.fossepark.co.uk,+44 116 282 7590,10:00-20:00,2,4.5,150,"shopping,outlet",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Large out-of-town retail park.,
262,Great Central Railway,Attraction,Great Central Rd,Loughborough,LE11 1RW,52.7723,-1.2056,https://www.gcrailway.co.uk,+44 1509 633323,10:00-17:00,2,4.7,150,"heritage,railway",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Preserved steam railway experience.,
263,Abbey Pumping Station,Museum,Corporation Rd,Leicester,LE4 5PX,52.6597,-1.1179,https://www.leicester.gov.uk,+44 116 299 5111,10:00-16:30,1,4.5,90,"industrial,museum",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Museum of science and technology.,
264,Leicester Market,Market,Market Place,Leicester,LE1 5GG,52.6349,-1.1342,https://www.leicestermarket.co.uk,+44 116 454 4500,09:00-17:00,1,4.4,90,"market,food",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Large open-air food and produce market.,
265,Watermead Country Park,Nature,Wanlip Rd,Leicester,LE4 4JS,52.6724,-1.1026,https://www.leicestershire.gov.uk,+44 116 305 0001,Always open,1,4.7,120,"nature,lakes",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Country park with lakes and trails.,
267,Tenpin Nottingham,Entertainment,Clifton Blvd,Nottingham,NG7 2TU,52.9464,-1.1737,https://www.tenpin.co.uk,+44 115 979 2999,10:00-00:00,2,4.5,120,"bowling,arcade",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,"Bowling, arcade and food venue.",
268,The Dice Cup,Entertainment,Mansfield Rd,Nottingham,NG1 3FN,52.9576,-1.1472,https://www.thedicecup.co.uk,+44 115 837 0753,12:00-23:00,1,4.8,120,"board games,cafe",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Board game café with extensive library.,
269,Sherwood Forest,Nature,Sherwood Forest,Nottinghamshire,NG21 9HN,53.205,-1.067,https://www.visitsherwood.co.uk,+44 1623 823202,Always open,1,4.7,180,"forest,legend",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Legendary forest of Robin Hood.,
270,Lincoln Castle,Castle,Castle Hill,Lincoln,LN1 3AA,53.2341,-0.539,https://www.lincolncastle.com,+44 1522 782040,10:00-16:00,2,4.6,120,"castle,history",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Norman castle with Magna Carta.,
271,Steep Hill,Attraction,Steep Hill,Lincoln,LN2,53.2346,-0.5374,https://www.visitlincoln.com,+44 1522 530120,Always open,1,4.5,45,"street,heritage",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Historic cobbled street with shops.,
272,Delapre Abbey,Attraction,Delapré Abbey,Northampton,NN4 8AW,52.2219,-0.8836,https://www.delapreabbey.org,+44 1604 750005,10:00-17:00,1,4.6,90,"abbey,history",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Historic abbey and parkland.,
273,Tenpin Northampton,Entertainment,Sixfields,Northampton,NN5 5QJ,52.2478,-0.9396,https://www.tenpin.co.uk,+44 1604 756667,10:00-00:00,2,4.4,120,"bowling,arcade",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Bowling and entertainment venue.,
275,Royal Shakespeare Theatre,Theatre,Waterside,Stratford-upon-Avon,CV37 6BB,52.191,-1.706,https://www.rsc.org.uk,+44 1789 331111,Event dependent,2,4.8,150,"theatre,arts",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Flagship theatre of the Royal Shakespeare Company.,
276,Anne Hathaway's Cottage,Attraction,Shottery,Stratford-upon-Avon,CV37 9HH,52.1834,-1.7243,https://www.shakespeare.org.uk,+44 1789 204016,10:00-17:00,2,4.6,90,"cottage,history",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Thatched cottage home of Shakespeare's wife.,
279,Royal Crescent,Attraction,Royal Crescent,Bath,BA1 2LR,51.3839,-2.3601,https://www.royalcrescent.co.uk,+44 1225 428126,10:00-17:01,1,4.7,60,"georgian,architecture",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Iconic crescent of Georgian townhouses.,
280,Prior Park Landscape Garden,Nature,Ralph Allen Dr,Bath,BA2 5LB,51.3676,-2.3548,https://www.nationaltrust.org.uk,+44 344 249 1895,10:00-17:00,1,4.6,120,"garden,views",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,18th-century landscaped garden with views.,
282,Bourton-on-the-Water,Attraction,High St,Bourton-on-the-Water,GL54 2AF,51.884,-1.76,https://www.cotswolds.com,+44 1451 820654,Always open,1,4.6,90,"village,cotswolds",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Picturesque Cotswold village with bridges.,
283,Brighton Royal Pavilion,Attraction,4/5 Pavilion Buildings,Brighton,BN1 1EE,50.8225,-0.1372,https://brightonmuseums.org.uk,+44 300 029 2233,10:00-17:15,2,4.6,120,"palace,exotic",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Regency palace with Indo-Saracenic design.,
284,North Laine,Shopping,North Laine,Brighton,BN1,50.825,-0.136,https://www.visitbrighton.com,+44 1273 292716,Always open,1,4.5,120,"independent,shopping",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Independent shops and cafes area.,
285,Escape Leicester,Entertainment,"Horsefair House, Horsefair Street",Leicester,LE1 5BP,52.6359,-1.1369,https://www.escape-leicester.co.uk,0208 222 6660,10:00-22:00,2,4.7,90,"escape room,games",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Escape room experiences in central Leicester.,
286,Game of Throwing Leicester,Entertainment,21 Hotel Street,Leicester,LE1 5AW,52.6354,-1.1352,https://www.gameofthrowing.co.uk/game-of-throwing-leicester,0116 410 5013,12:00-22:00,2,4.6,90,"axe throwing,games",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Axe throwing venue with coached sessions.,
287,Caddyshackers Leicester (East Street Lanes),Entertainment,17-25 East Street,Leicester,LE1 6NB,52.6328,-1.131,https://caddyshackers.co.uk,,10:00-23:00,2,4.5,90,"crazy golf,bar",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Crazy golf and social games in East Street Lanes.,
288,The Circus,Attraction,The Circus,Bath,BA1 2ET,51.3847,-2.3606,https://visitbath.co.uk,,Always open,1,4.7,45,"georgian,architecture",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Georgian architectural landmark of three curved terraces.,
289,Pulteney Bridge,Attraction,Bridge Street,Bath,BA2 4AT,51.3852,-2.3578,https://visitbath.co.uk,,Always open,1,4.7,45,"bridge,architecture",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Historic bridge lined with shops over the River Avon.,
290,Holburne Museum,Museum,Great Pulteney Street,Bath,BA2 4DB,51.3866,-2.3535,https://www.holburne.org,+44 1225 388569,10:00-17:00,1,4.5,90,"art,museum",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Museum of fine and decorative arts.,
292,Dover Castle,Castle,Castle Hill Road,Dover,CT16 1HU,51.129,1.322,https://www.english-heritage.org.uk,,10:00-17:00,2,4.6,180,"castle,history",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Medieval fortress with dramatic coastal views.,
296,Legoland Windsor Resort,Theme Park,Winkfield Road,Windsor,SL4 4AY,51.4633,-0.6533,https://www.legoland.co.uk,,10:00-17:00,3,4.5,240,"theme park,family",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Family theme park with rides and LEGO attractions.,
298,Salisbury Cathedral,Attraction,6 The Close,Salisbury,SP1 2EJ,51.0645,-1.7976,https://www.salisburycathedral.org.uk,+44 1722 555120,10:00-16:00,2,4.8,120,"cathedral,architecture",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Cathedral with Britain's tallest spire.,
299,Jurassic Coast at Durdle Door,Nature,Durdle Door,West Lulworth,BH20 5PU,50.6206,-2.2749,https://www.jurassiccoast.org,,Always open,1,4.8,150,"coastal,cliffs",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Iconic limestone arch on the Jurassic Coast.,
300,Brighton Beach,Nature,Seafront,Brighton,BN2,50.8206,-0.1372,https://www.visitbrighton.com,,Always open,1,4.6,120,"seaside,walk",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Classic pebble beach and promenade.,
301,South Downs Way (Devil's Dyke),Nature,Devil's Dyke Road,Brighton,BN1 8YW,50.8804,-0.2422,https://www.southdowns.gov.uk,,Always open,1,4.8,180,"hiking,views",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,South Downs viewpoint and walking routes.,
302,Portsmouth Historic Dockyard,Museum,"Victory Gate, HM Naval Base",Portsmouth,PO1 3LJ,50.8018,-1.1098,https://historicdockyard.co.uk,+44 23 9283 9766,10:00-17:00,3,4.6,240,"navy,history",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Historic ships including HMS Victory and Mary Rose.,
303,New Forest National Park,Nature,New Forest,Hampshire,SO43,50.879,-1.581,https://www.newforestnpa.gov.uk,,Always open,1,4.8,240,"national park,walks",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,"Woodlands, heathland and wild ponies.",
304,Herb,Restaurant,41 Belvoir St,Leicester,LE1 6SL,52.6348,-1.1296,https://www.herbleicester.co.uk,+44 116 255 2999,12:00-22:00,2,4.6,90,"vegetarian,independent",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Vegetarian restaurant with bold flavours.,
305,The Case Restaurant,Restaurant,15-17 Gallowtree Gate,Leicester,LE1 5AD,52.6346,-1.1309,https://www.thecaserestaurant.co.uk,+44 116 255 2299,18:00-23:00,3,4.7,120,"fine dining,independent",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Modern British fine dining restaurant.,
306,Ramada Encore Leicester City Centre,Hotel,84-90 Charles St,Leicester,LE1 1GE,52.632,-1.133,https://www.wyndhamhotels.com,+44 116 255 0500,24 hours,2,4.2,720,"hotel,central",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Modern hotel close to city centre.,
307,Holiday Inn Leicester,Hotel,129 St Nicholas Cir,Leicester,LE1 5LX,52.6375,-1.1369,https://www.ihg.com,+44 116 482 1900,24 hours,2,4.3,720,"hotel,central",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Contemporary hotel overlooking Jubilee Square.,
308,Nottingham Castle,Castle,Lenton Rd,Nottingham,NG1 6EL,52.9501,-1.1547,https://www.nottinghamcastle.org.uk,+44 115 876 1400,10:00-17:00,2,4.4,120,"castle,history",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Historic castle with museum and views.,
309,Ye Olde Trip to Jerusalem,Pub,Brewhouse Yard,Nottingham,NG1 6AD,52.9512,-1.1557,https://www.greeneking.co.uk,+44 115 947 3172,11:00-23:00,2,4.5,90,"historic pub,food",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Claimed to be England's oldest inn.,
310,Ibis Nottingham Centre,Hotel,16 Fletcher Gate,Nottingham,NG1 2FS,52.953,-1.1459,https://all.accor.com,+44 115 985 3600,24 hours,2,4.1,720,"hotel,central",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Affordable city-centre hotel.,
311,The Circus Restaurant,Restaurant,34 Brock St,Bath,BA1 2LN,51.3849,-2.3618,https://www.thecircusrestaurant.co.uk,+44 1225 466666,18:00-22:30,3,4.7,120,"fine dining,local",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Seasonal British fine dining.,
313,Theatre Royal Bath,Theatre,Sawclose,Bath,BA1 1ET,51.3825,-2.3607,https://www.theatreroyal.org.uk,+44 1225 448844,Event dependent,2,4.7,150,"theatre,arts",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Major regional theatre.,
315,Dishoom Birmingham,Restaurant,One Chamberlain Sq,Birmingham,B3 3AX,52.4811,-1.9028,https://www.dishoom.com,+44 121 227 3215,08:00-23:00,2,4.6,90,"indian,restaurant",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Popular Bombay-style cafe.,
316,Hyatt Regency Birmingham,Hotel,2 Bridge St,Birmingham,B1 2JZ,52.4764,-1.9087,https://www.hyatt.com,+44 121 643 1234,24 hours,3,4.5,720,"hotel,luxury",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Upscale hotel near Brindleyplace.,
317,The Eagle and Child,Pub,49 St Giles',Oxford,OX1 3LU,51.7541,-1.2587,https://www.greeneking.co.uk,+44 1865 302925,11:00-23:00,2,4.4,90,"historic pub,food",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Famous literary pub linked to Tolkien.,
275,DoubleTree by Hilton Lincoln,Hotel,Brayford Wharf North,Lincoln,LN1 1YW,53.2309,-0.5476,https://www.hilton.com,,24h,3,4.3,720,hotel;stay;accommodation,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Modern riverside hotel overlooking Brayford Pool.,
276,Holiday Inn Lincoln,Hotel,Brayford Wharf North,Lincoln,LN1 1YW,53.2313,-0.5472,https://www.ihg.com/holidayinn,,24h,3,4.2,720,hotel;stay;accommodation,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Contemporary hotel located beside Brayford Marina.,
277,The Lincoln Hotel,Hotel,Eastgate,Lincoln,LN2 1PN,53.234,-0.5372,https://www.thelincolnhotel.com,,24h,3,4.2,720,hotel;stay;accommodation,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Hotel directly opposite Lincoln Cathedral with city views.,
278,White Hart Hotel,Hotel,Bailgate,Lincoln,LN1 3AR,53.2346,-0.5378,https://www.whitehart-lincoln.co.uk,,24h,3,4.1,720,hotel;stay;accommodation,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Historic hotel located in Lincoln's Cathedral Quarter.,
279,Tower Hotel Lincoln,Hotel,38 Westgate,Lincoln,LN1 3BD,53.2339,-0.54,https://www.towerhotel.co.uk,,24h,3,4.2,720,hotel;stay;accommodation,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Boutique hotel close to Lincoln Cathedral and castle.,
280,The Rest Hotel,Hotel,55 Steep Hill,Lincoln,LN2 1LU,53.2348,-0.537,https://www.resthotellincoln.co.uk,,24h,3,4.4,720,hotel;stay;accommodation,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Small boutique hotel located on historic Steep Hill.,
281,Washingborough Hall Hotel,Hotel,Church Hill Washingborough,Lincoln, LN4 1BE,53.2139,-0.4906,https://www.washingboroughhall.com,1522528086,24hr,3,4.6,720,hotel;historic,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Elegant country house hotel located just outside Lincoln.,
282,Branston Hall Hotel,Hotel,Branston,Lincoln,LN4 1PD,53.1808,-0.4694,https://branstonhallhotel.co.uk,,24h,4,4.3,720,hotel;stay;accommodation,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Country house hotel surrounded by parkland and golf course.,
283,Premier Inn Lincoln City Centre,Hotel,Broadgate,Lincoln,LN2 5AQ,53.2283,-0.5379,https://www.premierinn.com,,24h,2,4.2,720,hotel;stay;accommodation,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Budget-friendly hotel in central Lincoln.,
284,Premier Inn Lincoln Canwick,Hotel,Runcorn Road,Lincoln,LN4 2NB,53.2159,-0.5177,https://www.premierinn.com,,24h,2,4.1,720,hotel;stay;accommodation,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Comfortable budget hotel just outside Lincoln centre.,
285,Ole Ole Tapas Bar & Restaurant,Restaurant,33 Steep Hill,Lincoln,LN2 1LU,53.2346,-0.5372,https://www.oleolelincoln.co.uk,,Varies,3,4.6,90,restaurant;tapas;spanish,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Popular Spanish tapas restaurant on historic Steep Hill.,
286,The Jews House Restaurant,Restaurant,15 The Strait,Lincoln,LN2 1JD,53.2347,-0.5364,https://www.jewshouserestaurant.co.uk,,Varies,4,4.5,120,restaurant;fine-dining,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Historic fine dining restaurant in a medieval building.,
287,Cosy Club Lincoln,Restaurant,Brayford Wharf North,Lincoln,LN1 1YW,53.2307,-0.5479,https://cosyclub.co.uk/location/lincoln,,Varies,3,4.3,90,restaurant;brunch;modern,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Stylish restaurant and bar overlooking Brayford Pool.,
288,La Trattoria Da Vincenzo,Restaurant,14 West Parade,Lincoln,LN1 1JT,53.2316,-0.5486,https://www.davincenzolincoln.co.uk,,Varies,3,4.6,90,restaurant;italian,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Family-run Italian restaurant known for traditional dishes.,
289,Dough Loco,Restaurant,27 Silver Street,Lincoln,LN2 1EW,53.2305,-0.541,https://www.doughloco.co.uk,,Varies,2,4.5,60,restaurant;pizza,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Independent pizzeria specialising in sourdough pizza.,
290,Slow Rise Pizza,Restaurant,36 Steep Hill,Lincoln,LN2 1LU,53.2347,-0.5374,https://slowrisepizza.com,,Varies,2,4.6,60,restaurant;pizza,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Artisan sourdough pizza restaurant on Steep Hill.,
291,Castle View Indian Cuisine,Restaurant,6 Castle Hill,Lincoln,LN1 3AA,53.2343,-0.5388,https://castleviewindian.co.uk,,Varies,3,4.4,90,restaurant;indian,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Indian restaurant located near Lincoln Castle.,
292,Thailand No.1,Restaurant,80 High Street,Lincoln,LN5 7PY,53.2263,-0.5414,https://www.thailandno1.co.uk,,Varies,3,4.4,90,restaurant;thai,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Authentic Thai restaurant in central Lincoln.,
293,The Bronze Pig,Restaurant,4 Burton Road,Lincoln,LN1 3LB,53.2362,-0.5413,https://www.thebronzepig.co.uk,,Varies,4,4.7,120,restaurant;fine-dining,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Highly rated British fine dining restaurant.,
294,Lawson's Bar & Bistro,Restaurant,8 Castle Hill,Lincoln,LN1 3AA,53.2344,-0.5387,https://lawsonsbarbistro.co.uk,,Varies,3,4.5,90,restaurant;bistro,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Contemporary British bistro near Lincoln Castle.,
295,Titanic Hotel Liverpool,Hotel,Stanley Dock Regent Road,Liverpool,L3 0AN,53.4214,-2.9946,https://www.titanichotelliverpool.com,,24h,4,4.6,720,hotel;stay;accommodation,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Luxury hotel set in a restored historic warehouse at Stanley Dock.,
296,The Shankly Hotel,Hotel,Millenium House 60 Victoria Street,Liverpool,L1 6JD,53.4085,-2.986,https://www.shanklyhotel.com,,24h,4,4.2,720,hotel;stay;accommodation,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Football-themed hotel dedicated to Liverpool legend Bill Shankly.,
297,Hard Days Night Hotel,Hotel,Central Buildings North John Street,Liverpool,L2 6RR,53.4066,-2.9884,https://www.harddaysnighthotel.com,,24h,4,4.4,720,hotel;stay;accommodation,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Beatles-themed boutique hotel in Liverpool city centre.,
298,Malmaison Liverpool,Hotel,7 William Jessop Way,Liverpool,L3 1QZ,53.4049,-2.9941,https://www.malmaison.com,,24h,4,4.3,720,hotel;stay;accommodation,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Stylish waterfront hotel overlooking Princes Dock.,
299,Pullman Liverpool,Hotel,Kings Dock Port of Liverpool,Liverpool,L3 4FP,53.3975,-2.9918,https://all.accor.com,,24h,4,4.5,720,hotel;stay;accommodation,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Modern upscale hotel beside the ACC Liverpool waterfront.,
300,Hope Street Hotel,Hotel,40 Hope Street,Liverpool,L1 9DA,53.4009,-2.9717,https://www.hopestreethotel.co.uk,,24h,4,4.6,720,hotel;stay;accommodation,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Award-winning boutique hotel between the cathedrals.,
301,Radisson RED Liverpool,Hotel,Lime Street Chambers 7 Lime Street,Liverpool,L1 1RD,53.4078,-2.9797,https://www.radissonhotels.com,,24h,4,4.5,720,hotel;stay;accommodation,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Modern design hotel opposite Lime Street Station.,
302,Novotel Liverpool Centre,Hotel,40 Hanover Street,Liverpool,L1 4LN,53.4041,-2.9847,https://all.accor.com,,24h,3,4.3,720,hotel;stay;accommodation,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Contemporary family-friendly hotel in the city centre.,
303,Ibis Liverpool Centre Albert Dock,Hotel,27 Wapping,Liverpool,L1 8LY,53.4016,-2.9836,https://all.accor.com,,24h,2,4.1,720,hotel;stay;accommodation,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Affordable hotel close to Albert Dock attractions.,
304,Premier Inn Liverpool City Centre Albert Dock,Hotel,East Britannia Building Albert Dock,Liverpool,L3 4AD,53.4019,-2.9914,https://www.premierinn.com,,24h,2,4.2,720,hotel;stay;accommodation,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Popular budget hotel beside the Royal Albert Dock.,
